,accuracy,precision_score_micro,precision_score_macro,recall_score_micro,recall_score_macro,f1_score_micro,f1_score_macro,execution_time
0,0.99521875,0.99521875,0.33173958333333337,0.99521875,0.3333333333333333,0.99521875,0.3325345487389123,378.07905864715576
1,0.9952109375,0.9952109375,0.5495106743531739,0.9952109375,0.3491321791645208,0.9952109375,0.3612312860234526,372.3319628238678
2,0.99489453125,0.99489453125,0.5914085187877637,0.99489453125,0.3636667010303232,0.99489453125,0.3862498249592928,369.9079940319061
3,0.995015625,0.995015625,0.5761798282384916,0.995015625,0.4446825072882096,0.995015625,0.46960745308365853,370.94210934638977
4,0.995578125,0.995578125,0.44963453571401474,0.995578125,0.39005811933176965,0.995578125,0.40922612817034104,369.5747244358063
5,0.99498828125,0.99498828125,0.4581460490734386,0.99498828125,0.3519445457341481,0.99498828125,0.3649670437725651,369.60221767425537
6,0.9949375,0.9949375,0.4327154104518582,0.9949375,0.34885895256927274,0.9949375,0.3594461925030694,370.8683178424835
7,0.9953671875,0.9953671875,0.6203800929225004,0.9953671875,0.36745139046776676,0.9953671875,0.3915203371880915,367.4540774822235
8,0.99514453125,0.99514453125,0.6536081228688563,0.99514453125,0.3530866804591319,0.99514453125,0.36978535832936527,367.98338413238525
9,0.99459765625,0.99459765625,0.5671763315451243,0.99459765625,0.35904975696514585,0.99459765625,0.378929003436834,361.8738672733307
