,accuracy,precision_score_micro,precision_score_macro,recall_score_micro,recall_score_macro,f1_score_micro,f1_score_macro,execution_time
0,0.99494921875,0.99494921875,0.6202979964240056,0.99494921875,0.36418259191624025,0.99494921875,0.3876608545594036,364.7322962284088
1,0.99492578125,0.99492578125,0.45904646164579327,0.99492578125,0.3566455023692034,0.99492578125,0.3720019386911852,361.31913900375366
2,0.995203125,0.995203125,0.740861406658746,0.995203125,0.3482978204608751,0.995203125,0.36137687219011405,361.2959339618683
3,0.995171875,0.995171875,0.4507832087543478,0.995171875,0.33528396318077175,0.995171875,0.3363822004839607,360.3772015571594
4,0.99478125,0.99478125,0.5821252785967649,0.99478125,0.36991967046141255,0.99478125,0.3921767964078932,360.6197769641876
5,0.9949375,0.9949375,0.5427402253512654,0.9949375,0.34850848835326625,0.9949375,0.36078038672650536,360.7799334526062
6,0.9950078125,0.9950078125,0.4557638353322558,0.9950078125,0.36866003053308144,0.9950078125,0.3876444292647759,360.82172775268555
7,0.9947109375,0.9947109375,0.4522151944865837,0.9947109375,0.3453767293236634,0.9947109375,0.3544179769406513,362.2033324241638
8,0.99491015625,0.99491015625,0.5208028079790984,0.99491015625,0.35904051357431893,0.99491015625,0.3755936468539432,365.87313508987427
9,0.9951015625,0.9951015625,0.46076285140923723,0.9951015625,0.3538911380053349,0.9951015625,0.36806406412096826,363.6222114562988
