,accuracy,precision_score_micro,precision_score_macro,recall_score_micro,recall_score_macro,f1_score_micro,f1_score_macro,execution_time
0,0.9693376338645754,0.9693376338645754,0.8434822788625687,0.9693376338645754,0.906364698795974,0.9693376338645754,0.8729691527009475,499.51199865341187
1,0.9655254546207697,0.9655254546207697,0.812255210585121,0.9655254546207697,0.9063576331436585,0.9655254546207697,0.8529224940418859,492.23822379112244
2,0.969544414395673,0.969544414395673,0.8535792239539207,0.969544414395673,0.8933238639135005,0.969544414395673,0.8723034842005049,497.43145656585693
3,0.9672905004595205,0.9672905004595205,0.8384798101648864,0.9672905004595205,0.9017558296523591,0.9672905004595205,0.8675645375007294,498.65358543395996
4,0.9675733106672333,0.9675733106672333,0.8352156987843113,0.9675733106672333,0.9067202253601009,0.9675733106672333,0.8685595438025338,487.66714358329773
5,0.970788386988033,0.970788386988033,0.857319125301397,0.970788386988033,0.9224176486365598,0.970788386988033,0.8880117954894552,440.269202709198
6,0.9657101067117135,0.9657101067117135,0.8282528251539606,0.9657101067117135,0.9008343770651904,0.9657101067117135,0.8617356409923853,488.17276906967163
7,0.9625495292062545,0.9625495292062545,0.8092450437479028,0.9625495292062545,0.9065740690703529,0.9625495292062545,0.8534149308733445,488.56821274757385
8,0.9690448236823347,0.9690448236823347,0.8416154794940108,0.9690448236823347,0.9031270608955619,0.9690448236823347,0.8706737536759658,484.50340819358826
9,0.9698812686815012,0.9698812686815012,0.8393140487314472,0.9698812686815012,0.9197477271535682,0.9698812686815012,0.8761170198907797,477.3406627178192
