,accuracy,precision_score_micro,precision_score_macro,recall_score_micro,recall_score_macro,f1_score_micro,f1_score_macro,execution_time
0,0.994953125,0.994953125,0.40431129828143614,0.994953125,0.2521891378123049,0.994953125,0.25363486084111153,343.16719603538513
1,0.99501953125,0.99501953125,0.24875974140119925,0.99501953125,0.25,0.99501953125,0.2493783286340852,340.7249128818512
2,0.9949453125,0.9949453125,0.5126436646899343,0.9949453125,0.2516031864891202,0.9949453125,0.25241435407768464,339.7334814071655
3,0.99487109375,0.99487109375,0.4987401162608994,0.99487109375,0.25024409607604975,0.99487109375,0.24986353765581013,344.9622185230255
4,0.9948046875,0.9948046875,0.4367631638212645,0.9948046875,0.25855116372151365,0.9948046875,0.2655687595264997,372.01657223701477
5,0.995234375,0.995234375,0.24880859375,0.995234375,0.25,0.995234375,0.24940287403578842,380.23959732055664
6,0.99475390625,0.99475390625,0.37368944288627254,0.99475390625,0.2502512887212485,0.99475390625,0.24984603576140876,371.7813136577606
7,0.994953125,0.994953125,0.24874022453300415,0.994953125,0.25,0.994953125,0.2493685212235611,361.6761202812195
8,0.99494921875,0.99494921875,0.37374506816672526,0.99494921875,0.25051358437735277,0.99494921875,0.25039829696811144,388.84526801109314
9,0.99472265625,0.99472265625,0.2486806640625,0.99472265625,0.25,0.99472265625,0.24933858677878543,385.60918974876404
